F. Emision,ID Item,Barcode,C. Custom,Modelo,Descripción,Talla,Color,Cant. Equi.,F. Fin,U.Medida,Cant. Fis.,F. Ing.,Cant. Ing.,F. Sal.,Cant. Sal.,Stock Actual,Stock Equi.,P. Unitario,P. Total,F. Import,Marca
02/01/2024,485,602070010070042,,J0028,FRAGANCIA 30 ML MANZANA,30 ML,MANZANA,,05/09/2024,UNI,2,23/05/2024,1,05/09/2024,2,1,,65,65,02/01/2024,JARDIN DEL ZEN
02/01/2024,427,602070010040050,,J0028,FRAGANCIA 10 ML MENTA,10 ML,MENTA,,16/11/2024,UNI,2,04/09/2024,1,16/11/2024,2,1,,39.9,39.9,02/01/2024,JARDIN DEL ZEN
02/01/2024,457,602070010050050,,J0028,FRAGANCIA 20 ML MENTA,20 ML,MENTA,,23/10/2024,UNI,2,23/10/2024,2,12/09/2024,2,2,,49.9,99.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,487,602070010070050,,J0028,FRAGANCIA 30 ML MENTA,30 ML,MENTA,,18/09/2024,UNI,1,18/09/2024,5,13/09/2024,3,3,,65,195,02/01/2024,JARDIN DEL ZEN
02/01/2024,428,602070010040053,,J0028,FRAGANCIA 10 ML MUÑA,10 ML,MUÑA,,,UNI,2,,0,,0,2,,39.9,79.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,458,602070010050053,,J0028,FRAGANCIA 20 ML MUÑA,20 ML,MUÑA,,,UNI,2,,0,,0,2,,49.9,99.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,488,602070010070053,,J0028,FRAGANCIA 30 ML MUÑA,30 ML,MUÑA,,16/10/2024,UNI,2,12/09/2024,1,16/10/2024,2,1,,65,65,02/01/2024,JARDIN DEL ZEN
02/01/2024,429,602070010040056,,J0028,FRAGANCIA 10 ML ORQUIDEA BLANCA,10 ML,ORQUIDEA BLANCA,,16/11/2024,UNI,2,02/10/2024,18,16/11/2024,19,1,,39.9,39.9,02/01/2024,JARDIN DEL ZEN
02/01/2024,459,602070010050056,,J0028,FRAGANCIA 20 ML ORQUIDEA BLANCA,20 ML,ORQUIDEA BLANCA,,15/11/2024,UNI,3,30/10/2024,30,15/11/2024,30,3,,49.9,149.7,02/01/2024,JARDIN DEL ZEN
02/01/2024,489,602070010070056,,J0028,FRAGANCIA 30 ML ORQUIDEA BLANCA,30 ML,ORQUIDEA BLANCA,,16/11/2024,UNI,7,13/11/2024,70,16/11/2024,73,4,,65,260,02/01/2024,JARDIN DEL ZEN
02/01/2024,430,602070010040059,,J0028,FRAGANCIA 10 ML REFRESCANTE,10 ML,REFRESCANTE,,30/04/2024,UNI,2,30/04/2024,1,09/04/2024,1,2,,39.9,79.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,460,602070010050059,,J0028,FRAGANCIA 20 ML REFRESCANTE,20 ML,REFRESCANTE,,12/02/2024,UNI,2,12/02/2024,1,28/01/2024,1,2,,49.9,99.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,490,602070010070059,,J0028,FRAGANCIA 30 ML REFRESCANTE,30 ML,REFRESCANTE,,,UNI,2,,0,,0,2,,65,130,02/01/2024,JARDIN DEL ZEN
02/01/2024,431,602070010040060,,J0028,FRAGANCIA 10 ML RELAJANTE,10 ML,RELAJANTE,,13/11/2024,UNI,3,23/10/2024,1,13/11/2024,3,1,,39.9,39.9,02/01/2024,JARDIN DEL ZEN
02/01/2024,461,602070010050060,,J0028,FRAGANCIA 20 ML RELAJANTE,20 ML,RELAJANTE,,23/10/2024,UNI,2,23/10/2024,3,25/08/2024,3,2,,49.9,99.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,491,602070010070060,,J0028,FRAGANCIA 30 ML RELAJANTE,30 ML,RELAJANTE,,16/11/2024,UNI,2,23/10/2024,8,16/11/2024,9,1,,65,65,02/01/2024,JARDIN DEL ZEN
02/01/2024,432,602070010040062,,J0028,FRAGANCIA 10 ML ROSAS,10 ML,ROSAS,,08/11/2024,UNI,2,,0,08/11/2024,2,0,,39.9,0,02/01/2024,JARDIN DEL ZEN
02/01/2024,462,602070010050062,,J0028,FRAGANCIA 20 ML ROSAS,20 ML,ROSAS,,01/02/2024,UNI,1,01/02/2024,1,,0,2,,49.9,99.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,492,602070010070062,,J0028,FRAGANCIA 30 ML ROSAS,30 ML,ROSAS,,30/10/2024,UNI,2,30/10/2024,3,25/10/2024,3,2,,65,130,02/01/2024,JARDIN DEL ZEN
02/01/2024,433,602070010040064,,J0028,FRAGANCIA 10 ML SANDALO,10 ML,SANDALO,,16/11/2024,UNI,3,04/09/2024,2,16/11/2024,5,0,,39.9,0,02/01/2024,JARDIN DEL ZEN
02/01/2024,463,602070010050064,,J0028,FRAGANCIA 20 ML SANDALO,20 ML,SANDALO,,12/09/2024,UNI,4,04/09/2024,10,12/09/2024,10,4,,49.9,199.6,02/01/2024,JARDIN DEL ZEN
05/01/2024,493,602070010070064,,J0028,FRAGANCIA 30 ML SANDALO,30 ML,SANDALO,,25/10/2024,UNI,0,20/08/2024,23,25/10/2024,18,5,,65,325,,JARDIN DEL ZEN
02/01/2024,494,602070010070065,,J0028,FRAGANCIA 30 ML SERENIDAD,30 ML,SERENIDAD,,16/11/2024,UNI,2,30/10/2024,82,16/11/2024,81,3,,65,195,02/01/2024,JARDIN DEL ZEN
23/10/2024,1100,602070010040084,,J0028,FRAGANCIA 10 ML TE BLANCO,10 ML,TE BLANCO,,23/10/2024,UNI,0,23/10/2024,1,,0,1,,39.9,39.9,,JARDIN DEL ZEN
23/10/2024,1101,602070010050084,,J0028,FRAGANCIA 20 ML TE BLANCO,20 ML,TE BLANCO,,23/10/2024,UNI,0,23/10/2024,2,,0,2,,49.9,99.8,,JARDIN DEL ZEN
23/10/2024,1102,602070010070084,,J0028,FRAGANCIA 30 ML TE BLANCO,30 ML,TE BLANCO,,23/10/2024,UNI,0,23/10/2024,2,,0,1,,65,130,,JARDIN DEL ZEN
