F. Emision,ID Item,Barcode,C. Custom,Modelo,Descripción,Talla,Color,Cant. Equi.,F. Fin,U.Medida,Cant. Fis.,F. Ing.,Cant. Ing.,F. Sal.,Cant. Sal.,Stock Actual,Stock Equi.,P. Unitario,P. Total,F. Import,Marca
25/10/2023,423,602070010040038,,J0028,FRAGANCIA 10 ML LIMON,10 ML,LIMON,,11/11/2024,UNI,0,11/11/2024,3,30/10/2024,1,2,,39.9,79.8,,JARDIN DEL ZEN
01/10/2023,453,602070010050038,,J0028,FRAGANCIA 20 ML LIMON,20 ML,LIMON,,18/03/2024,UNI,1,18/03/2024,2,02/03/2024,1,2,,49.9,99.8,16/10/2023,JARDIN DEL ZEN
01/10/2023,483,602070010070038,,J0028,FRAGANCIA 30 ML LIMON,30 ML,LIMON,,24/05/2024,UNI,1,24/05/2024,2,26/03/2024,1,2,,65,130,16/10/2023,JARDIN DEL ZEN
16/10/2023,424,602070010040041,,J0028,FRAGANCIA 10 ML MANDARINA,10 ML,MANDARINA,,27/03/2024,UNI,2,27/03/2024,1,26/03/2024,2,1,,39.9,39.9,16/10/2023,JARDIN DEL ZEN
01/10/2023,454,602070010050041,,J0028,FRAGANCIA 20 ML MANDARINA,20 ML,MANDARINA,,01/09/2024,UNI,1,04/03/2024,3,01/09/2024,3,1,,49.9,49.9,16/10/2023,JARDIN DEL ZEN
16/10/2023,484,602070010070041,,J0028,FRAGANCIA 30 ML MANDARINA,30 ML,MANDARINA,,12/03/2024,UNI,2,11/03/2024,1,12/03/2024,3,0,,65,0,16/10/2023,JARDIN DEL ZEN
16/10/2023,425,602070010040042,,J0028,FRAGANCIA 10 ML MANZANA,10 ML,MANZANA,,,UNI,1,,0,,0,1,,39.9,39.9,16/10/2023,JARDIN DEL ZEN
01/10/2023,455,602070010050042,,J0028,FRAGANCIA 20 ML MANZANA,20 ML,MANZANA,,02/12/2023,UNI,2,,0,02/12/2023,1,1,,49.9,49.9,16/10/2023,JARDIN DEL ZEN
16/10/2023,485,602070010070042,,J0028,FRAGANCIA 30 ML MANZANA,30 ML,MANZANA,,,UNI,2,,0,,0,2,,65,130,16/10/2023,JARDIN DEL ZEN
01/10/2023,427,602070010040050,,J0028,FRAGANCIA 10 ML MENTA,10 ML,MENTA,,24/10/2024,UNI,2,23/09/2024,2,24/10/2024,4,0,,39.9,0,16/10/2023,JARDIN DEL ZEN
